scan_index,t,odom_index,x,y,theta,selected_cluster_mass,candidate_cluster_mass,candidate_cluster_count,best_particle,best_particle_weight,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,selected_switched,hypothesis_switches,ess,ess_ratio,beams,mean_log_likelihood,stable_now,accepted,reference_x,reference_y,reference_theta,reference_position_error_m,reference_heading_error_rad
4524,453.2914733886719,4485,2.7806691928880696,0.7320228145652967,-0.7001620406930608,1.0,1.0,8214,8,0.0002440187577050312,1.0,8214,1.0,0.0,0,0,10,5238.766416518976,0.5238766416518976,120,-275.4991845703125,0,0,1.361803,-7.119986,-0.034907,7.979174374415677,0.6652550406930607
4528,453.69287109375,4489,2.7801399773703683,0.731752871901793,-0.699079759123575,0.9999999999999986,0.9999999999999986,8028,8,0.0002699609712598425,0.9999999999999984,8029,0.9999999999999986,0.0,0,0,10,4829.174277287628,0.4829174277287628,120,-302.16552734375,0,0,1.361803,-7.119986,-0.034907,7.978814642157677,0.664172759123575
4532,454.0964050292969,4493,2.7800542689306686,0.7312319652612906,-0.6980677857799756,1.0,1.0,7852,9,0.00029905961671044845,1.0,7852,1.0,0.0,0,0,10,4456.836521361321,0.44568365213613204,120,-331.066728515625,0,0,1.361803,-7.119986,-0.034907,7.97828679603993,0.6631607857799757
4536,454.4966735839844,4497,2.780358866272572,0.7303909906531107,-0.6971661142710243,1.0,1.0,7672,9,0.0003320037154083138,1.0,7672,1.0,0.0,0,0,10,4109.76751721178,0.410976751721178,120,-357.5208251953125,0,0,1.361803,-7.119986,-0.034907,7.977513374549247,0.6622591142710242
4540,454.8990478515625,4501,2.781039842836336,0.7292746385839173,-0.6966840225695026,1.0,1.0,7502,9,0.00036473849749125065,1.0,7503,1.0,0.0,0,0,10,3808.6927313320834,0.38086927313320834,120,-386.4792822265625,0,0,1.361803,-7.119986,-0.034907,7.976535951682714,0.6617770225695027
4544,455.3020324707031,4505,2.78014973865924,0.7295999445198219,-0.6962204524824693,1.0,1.0,7326,9,0.0004029380939376043,0.9999999999999998,7327,1.0,0.0,0,0,10,3524.2830143634887,0.3524283014363489,120,-411.903291015625,0,0,1.361803,-7.119986,-0.034907,7.976697748534066,0.6613134524824693
4548,455.70526123046875,4510,2.7803438219932985,0.7288331124904155,-0.6959763455203837,1.0,1.0,7142,9,0.00044728528306098466,1.0,7144,1.0,0.0,0,0,10,3236.851775141124,0.3236851775141124,120,-437.7452294921875,0,0,1.361803,-7.119986,-0.034907,7.975977653194389,0.6610693455203838
4552,456.1065979003906,4514,2.7798482505465048,0.728697143797389,-0.6958166791720486,0.9999999999999969,0.9999999999999969,9672,1,0.00011138732710150236,0.9999999999999969,9672,0.9999999999999969,0.0,0,0,10,9467.558067382255,0.9467558067382255,120,-51.5349462890625,0,0,1.361803,-7.119986,-0.034907,7.975755727473527,0.6609096791720485
4556,456.50885009765625,4518,2.779850620283881,0.7283760726997954,-0.6954492540361036,1.0,1.0,9474,1,0.0001226623762386862,1.0,9474,1.0,0.0,0,0,10,8911.21912410431,0.8911219124104309,120,-80.8758740234375,0,0,1.361803,-7.119986,-0.034907,7.9754401933426475,0.6605422540361036
4560,456.91143798828125,4522,2.780053919366816,0.7278700761286594,-0.6948662479725921,1.0,1.0,9249,1,0.00013543345480849253,1.0,9249,1.0,0.0,0,0,10,8300.073291262106,0.8300073291262106,120,-117.268974609375,0,0,1.361803,-7.119986,-0.034907,7.974978411376067,0.6599592479725921
4564,457.3136291503906,4526,2.7798689876336073,0.7276304474996252,-0.6947596254200874,1.0,1.0,9016,1,0.0001498322332624707,1.0,9016,1.0,0.0,0,0,10,7695.0112870472185,0.7695011287047219,120,-151.9981396484375,0,0,1.361803,-7.119986,-0.034907,7.974709715867401,0.6598526254200874
4568,457.71575927734375,4530,2.781010687181852,0.7263929402731346,-0.6941193880837138,0.9999999996729714,0.9999999996729714,8788,1,0.00016555494301855327,0.9999999996729714,8788,0.9999999996729714,0.0,0,0,10,7119.116410421746,0.7119116410421746,120,-189.5784716796875,0,0,1.361803,-7.119986,-0.034907,7.973695061495506,0.6592123880837137
4572,458.1185302734375,4534,2.791180741843107,0.7180327745998817,-0.692901916918296,0.9999999999999984,0.9999999999999984,8517,1,0.00018447667730439116,0.9999999999999984,8517,0.9999999999999984,0.0,0,0,10,6536.143667546089,0.6536143667546089,120,-233.21775390625,0,0,1.369613,-7.120012,-0.034907,7.965914933846672,0.6579949169182959
