scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
82,20.8,-0.47953047803624327,11.741970894566437,0.01372620530094556,-7.15,-11.7,3.141593,24.37254937558128,3.127866794699054,1878.4618923928408,56,-10.343453333333333
84,21.2,-0.33981647513907753,11.742806624890488,0.013610508557674247,-7.28913,-11.7,3.141593,24.451137824625345,3.1279824914423258,1634.4893877011302,56,-10.184493333333334
86,21.6,-0.35718528069805117,11.747485836770931,-0.01367437729705145,-7.428261,-11.7,3.141593,24.490502320158217,3.1279179298825355,275.5661074578435,56,-16.290233333333333
88,22.0,-0.264848128584657,11.745640976030284,-0.012276896791843949,-7.567391,-11.7,3.141593,24.556571689993074,3.129315410387743,1547.9284264124844,56,-10.73566
90,22.4,-0.18311357715701293,11.745076178008931,-0.021634759578082516,-7.706522,-11.7,3.141593,24.62261706824737,3.1199575476015045,1380.570623272689,56,-13.830533333333333
92,22.8,-0.06335399377136956,11.74829245929929,0.02312692662482586,-7.845652,-11.7,3.141593,24.70600294492377,3.118466073375174,923.2828463711313,56,-13.287393333333336
94,23.2,11.554122583357927,-8.34827373993115,-1.5370148502883754,-7.984783,-11.7,3.141593,19.824300752304246,1.6045774568912112,1.0000627535263955,56,-28.306820000000002
96,23.6,11.559650464612066,-8.492929054927739,-1.5282856930516902,-8.123913,-11.7,3.141593,19.943118480120845,1.6133066141278969,2555.9675141091316,56,-11.207353333333332
98,24.0,11.566712884118058,-8.629725791763999,-1.5222683839542521,-8.263043,-11.7,3.141593,20.066036034490565,1.6193239232253342,2039.1854840635442,56,-11.054353333333335
100,24.4,11.575004572922012,-8.7623819526328,-1.5180700897380814,-8.402174,-11.7,3.141593,20.19200989318874,1.6235222174415054,1493.1612281861694,56,-11.729560000000003
102,24.8,11.58493577197708,-8.906918907740277,-1.5170126129647084,-8.541304,-11.7,3.141593,20.319124719019044,1.6245796942148785,2550.066827667713,56,-11.021573333333334
104,25.2,11.596579243654045,-9.048158039325111,-1.5153058194038505,-8.680435,-11.7,3.141593,20.44968391984935,1.626286487775736,1778.0867661683828,56,-11.67948666666667
106,25.6,11.60718396848073,-9.180892695054188,-1.5154690222381628,-8.819565,-11.7,3.141593,20.58149593773883,1.6261232849414233,1207.2437547127138,56,-12.012340000000002
108,26.0,11.618256590687771,-9.314501460940553,-1.516077146872699,-8.958696,-11.7,3.141593,20.71476722532182,1.625515160306888,2493.747015438298,56,-12.075126666666668
110,26.4,11.628495900384639,-9.445291202594301,-1.519304587500483,-9.097826,-11.7,3.141593,20.84860022350332,1.6222877196791041,1871.790905252801,56,-11.934040000000001
112,26.8,11.636751726216843,-9.571578063524175,-1.523538085737302,-9.236957,-11.7,3.141593,20.981942139054066,1.6180542214422842,1371.7124431433258,56,-12.224933333333334
114,27.2,11.645663665773629,-9.70192904757994,-1.5244705764863455,-9.376087,-11.7,3.141593,21.11649328332853,1.6171217306932413,2590.941869754732,56,-11.85962
116,27.6,11.653438939842438,-9.831447746433245,-1.524278186436242,-9.515217,-11.7,3.141593,21.250964256328132,1.6173141207433448,2173.6883906714797,56,-12.193673333333333
